CNTSCHID,CNTSTUID,STRATUM,REPEAT,WORKPAY,DURECEC,SISCO,SCHRISK,INFOSEEK,ESCS,ICTSCH,ICTAVSCH,ICTQUAL,ICTENQ,MPVMATH,MPVREAD,MPVSCIE
50400035,50402571,MAR05,1,2,2,9,1.7531,-1.1032,-0.6733,0.4062,7,-0.6911,-0.3836,357.4567,299.7331,336.5982
50400049,50402589,MAR05,1,8,0,9,1.8365,-1.1032,-2.9469,0.4062,7,-0.8973,-0.5768,317.3325,259.0042,295.1032
50400164,50402593,MAR05,1,10,1,9,1.8365,-1.1032,-3.8721,0.4062,7,-0.6782,-2.3763,337.7009,313.9179,347.6963
50400028,50402672,MAR05,0,0,2,9,-0.6386,-1.1032,-1.5178,0.2098,6,-0.3283,-0.1102,317.6253,308.8525,336.6979
50400035,50402699,MAR05,1,0,1,9,-0.6386,-1.1032,-3.3534,0.4062,7,0.7222,-1.2752,374.3269,361.2069,364.751
50400076,50402717,MAR05,1,0,2,9,-0.6386,-1.1032,-2.6343,0.4062,7,-2.8028,-2.3763,330.7729,290.91,339.4059
50400164,50402720,MAR05,0,0,2,1,0.5348,-1.1032,-2.133,0.4062,7,-0.8527,-0.5923,450.3048,517.6234,419.0748
50400104,50402730,MAR05,0,0,3,1,0.5348,-1.8721,-0.9096,0.4062,7,0.3623,-0.5821,412.7848,360.6143,399.6918
50400049,50402733,MAR05,0,0,0,9,0.4205,-1.1032,-2.5624,0.4062,7,-1.1854,-0.9856,367.6823,334.2088,370.1474
50400049,50402744,MAR05,0,10,0,1,1.2062,0.4571,-2.8493,-1.2812,5,0.7711,-2.3763,354.4453,254.8538,339.8131
50400104,50402754,MAR05,0,0,4,0,-0.6386,-0.9691,-2.2711,-1.8502,5,-0.3496,0.6816,341.5376,270.1421,338.6084
50400104,50402755,MAR05,0,0,3,9,1.18,-1.1032,-2.2132,0.4062,7,-1.6569,-1.2112,457.978,454.1125,479.0911
50400035,50402758,MAR05,1,0,2,9,0.5348,-1.1032,-1.1428,0.4062,7,-1.4689,-0.2881,340.017,323.801,328.3919
50400104,50402805,MAR05,0,0,3,9,-0.6386,-1.1032,-2.2257,0.4062,7,0.7395,0.2095,388.9858,378.3987,361.9211
50400003,50402820,MAR05,1,0,2,9,-0.6386,-1.1032,-0.6109,0.4062,7,-0.1141,0.3121,386.0917,382.8374,379.7533
50400028,50402825,MAR05,0,10,2,9,0.4139,-1.1032,-2.3212,-2.8168,3,-1.0312,1.326,333.8369,317.4311,292.0845
50400153,50402829,MAR05,1,10,2,9,0.5348,-1.1032,-3.9063,0.4062,7,-2.8028,-2.3763,295.2778,250.8887,291.7637
50400104,50402832,MAR05,0,2,0,1,0.8948,-2.3593,-3.9756,0.4062,7,-2.8028,-2.3763,477.8833,522.6921,465.6842
50400076,50402848,MAR05,1,1,1,9,1.2062,-1.1032,-2.0949,-1.6378,5,-0.3256,-0.2988,381.0406,409.5322,378.2168
50400028,50402862,MAR05,0,2,2,9,0.9993,-1.1032,-1.1833,0.4062,7,-2.0352,-0.3798,475.1841,412.3156,439.3166
50400164,50402870,MAR05,1,4,1,9,0.4139,-1.1032,-3.4354,0.4062,7,-0.4775,-0.6017,341.8011,309.0181,348.8034
50400085,50402901,MAR05,1,0,2,9,0.5348,-1.1032,-2.1941,0.4062,7,-0.7923,-0.4872,372.8884,403.0251,369.4621
50400085,50402906,MAR05,1,10,1,9,3.6492,-1.1032,-1.6386,0.4062,7,-1.3098,-0.2377,369.0251,383.6745,405.7225
50400153,50402923,MAR05,1,10,1,9,0.4139,-1.1032,-5.1565,0.4062,7,-2.8028,-2.3763,337.083,328.3629,371.7025
50400035,50402929,MAR05,9,0,2,9,-0.6386,-1.1032,-1.1738,0.4062,7,-0.0884,-2.3763,322.9649,290.6639,343.6983
50400085,50402933,MAR05,1,0,0,9,0.5348,-1.1032,-1.453,0.4062,7,0.1515,1.0535,370.1915,359.3233,399.0032
50400063,50402962,MAR05,1,0,1,9,-0.6386,-1.1032,-3.9029,0.4062,7,-1.6835,-2.3763,379.8051,365.8152,384.9029
50400072,50402964,MAR05,0,0,3,9,0.5348,-1.1032,-1.3267,0.4062,7,-1.0009,-0.6682,346.4063,334.5124,343.4695
50400104,50402992,MAR05,0,0,0,1,0.4456,-1.4388,-2.7142,0.4062,7,-0.6444,-0.1094,380.0849,328.6029,346.0506
50400076,50403001,MAR05,1,10,2,9,0.5348,-1.1032,-4.2143,0.4062,7,-1.2381,-0.7802,332.5413,315.1085,312.6363
50400003,50403009,MAR05,1,7,2,9,0.5348,1.1144,-1.2784,-1.7984,5,-0.8041,0.5207,336.9922,342.289,294.8644
50400049,50403014,MAR05,0,10,1,9,0.181,-1.1032,-4.9874,0.4062,7,-2.0084,-2.3763,355.6075,318.0861,374.6287
50400104,50403016,MAR05,0,0,3,1,-0.6386,-0.1529,-3.813,0.4062,7,-0.4775,-0.825,463.9789,493.3723,443.0948
50400076,50403021,MAR05,9,0,0,9,-0.6386,-1.1032,-1.4149,0.4062,7,-2.8028,-2.3763,290.388,241.1133,316.908
50400147,50403024,MAR05,1,6,1,9,-0.6386,-1.1032,-3.2126,0.4062,7,-0.551,-0.2238,350.5274,360.4773,383.7499
50400147,50403035,MAR05,1,4,0,9,-0.6386,-1.5677,-1.6554,0.4062,7,0.3623,3.7481,316.1259,299.4842,321.4594
50400104,50403042,MAR05,0,0,3,1,2.6536,-0.0403,-3.157,0.4062,7,-2.8028,-1.7846,531.0702,462.0644,527.156
50400028,50403049,MAR05,0,10,4,9,0.5348,-1.1032,-2.6578,0.4062,7,0.5824,-0.1642,346.3264,373.4367,371.6817
50400085,50403052,MAR05,1,0,2,9,-0.6386,-1.1032,-3.2539,0.4062,7,-2.8028,-2.3763,379.1486,317.1693,382.3424
50400164,50403079,MAR05,0,0,2,1,-0.6386,-0.2204,-1.3439,-1.4101,5,-0.6725,0.0699,331.3829,376.3566,334.6083
50400049,50403088,MAR05,1,2,1,9,-0.6386,-1.1032,-2.9102,-1.1809,6,-0.4405,0.1036,364.5793,292.8665,329.3662
50400063,50403092,MAR05,0,0,1,9,-0.6386,-1.1032,-2.5088,0.4062,7,-0.8019,-0.6605,352.0807,364.7578,349.3122
50400063,50403095,MAR05,0,0,3,9,-0.6386,-1.1032,-1.7036,-2.8154,3,-0.1646,-0.6143,374.0483,356.7499,380.0075
50400085,50403097,MAR05,1,0,2,9,-0.6386,-1.1032,-3.2654,0.4062,7,-1.3274,-0.7319,418.7583,404.1868,441.2352
50400104,50403120,MAR05,0,10,0,1,2.2542,-0.0318,-3.4146,0.4062,7,-2.7858,-2.3763,436.7707,484.9505,460.3937
50400063,50403129,MAR05,0,0,3,1,-0.6386,1.2119,-1.1739,0.4062,7,-0.5596,-0.191,423.9469,347.41,373.6946
50400164,50403132,MAR05,0,0,2,9,-0.6386,-1.1032,-3.2344,0.4062,7,-1.1683,-0.6904,347.6198,355.5385,365.2595
50400035,50403135,MAR05,1,0,1,9,-0.6386,-1.1032,-1.8778,0.4062,7,-0.2875,0.2204,331.0948,292.9128,310.4608
50400072,50403136,MAR05,0,0,2,9,0.5348,-1.1032,-1.2821,-3.3154,2,-0.4045,-0.3518,302.608,314.6521,304.7805
50400035,50403142,MAR05,1,2,1,0,0.5348,0.9033,-1.1829,0.4062,7,-0.7533,-1.1819,372.9463,275.2922,324.3618
50400072,50403143,MAR05,0,0,1,9,-0.6386,-1.1032,-0.1863,0.4062,7,2.8889,0.3109,407.6658,362.6475,410.6702
50400104,50403152,MAR05,0,0,1,1,0.9218,-1.8471,-2.3683,0.4062,7,-1.3858,-2.3763,422.5514,383.1079,395.3968
50400035,50403166,MAR05,1,0,2,9,-0.6386,-1.1032,-1.3053,-0.8411,6,-0.8681,-0.5059,338.8466,298.6784,340.7696
50400028,50403170,MAR05,0,0,2,9,-0.6386,-1.1032,-1.9045,-5.6242,0,-0.3872,-1.0062,425.0573,425.5627,440.5607
50400049,50403176,MAR05,0,0,2,1,3.6492,-1.1032,-2.5001,0.4062,7,-2.1993,-0.4752,369.7905,307.3316,342.322
50400147,50403193,MAR05,0,2,5,1,-0.6386,0.1034,-3.0237,0.346,6,-0.4099,-0.4315,344.9397,238.282,356.5463
50400003,50403209,MAR05,1,0,2,1,0.5348,0.3536,0.421,0.4062,7,-1.0553,-0.9292,335.9459,337.8192,393.7781
50400076,50403231,MAR05,1,0,2,9,0.9012,-1.1032,-2.2471,0.4062,7,-0.9129,-0.6912,300.8408,268.9498,295.8723
50400072,50403232,MAR05,0,0,3,9,0.5348,-1.1032,1.0537,-1.6781,5,-0.6281,-0.7445,523.0136,536.643,513.5488
50400153,50403291,MAR05,1,0,2,9,-0.6386,-1.1032,-2.1188,0.4062,7,0.3623,-2.3763,299.077,240.8087,287.726
50400153,50403294,MAR05,0,6,1,9,-0.6386,-1.1032,-2.5877,0.4062,7,2.8889,-0.4999,340.9039,301.3985,326.5286
50400153,50403303,MAR05,1,10,4,9,1.2062,-1.1032,-2.4452,0.4062,7,-0.356,-1.1325,301.4889,279.4621,283.9851
50400085,50403343,MAR05,1,0,3,9,-0.6386,-1.1032,-3.7085,0.4062,7,-1.7669,0.007,310.8088,315.1971,297.6807
50400028,50403349,MAR05,0,0,2,9,-0.6386,-1.1032,-1.369,0.4062,7,-0.7583,-0.2762,466.5571,448.6898,478.6112
50400028,50403358,MAR05,0,4,2,9,0.5348,-1.1032,-0.547,0.4062,7,-0.3359,-0.2469,401.8318,401.5459,447.1105
50400035,50403371,MAR05,1,0,2,9,-0.6386,-1.1032,-2.443,0.4062,7,-0.8084,-1.4869,309.289,272.0448,324.5626
50400028,50403393,MAR05,0,0,2,0,1.1039,0.76,-2.1229,0.4062,7,-0.4838,-1.1834,423.2779,346.289,407.3358
50400085,50403396,MAR05,1,0,2,9,-0.6386,-1.1032,-2.8611,0.4062,7,-2.8028,-2.3763,380.9155,357.3273,375.4029
50400063,50403397,MAR05,1,0,0,9,0.4139,-1.1032,-3.6469,-1.0247,6,-0.5632,-0.1006,313.2041,283.2541,314.5527
50400028,50403399,MAR05,1,0,2,9,-0.6386,-1.1032,-2.3658,0.4062,7,-1.1447,-0.4807,364.3544,362.6058,375.319
50400104,50403435,MAR05,0,0,2,1,0.181,-0.0246,-2.8674,-0.7265,6,-1.5957,-1.4949,441.1077,455.9296,481.8828
50400049,50403468,MAR05,1,0,0,9,-0.6386,-1.1032,-3.2921,0.4062,7,-0.4646,-1.4518,326.8312,272.0714,324.6171
50400147,50403488,MAR05,0,0,1,9,-0.6386,-1.1032,-1.5016,0.4062,7,1.2438,-0.9796,349.0634,357.3385,353.9953
50400104,50403491,MAR05,0,0,2,1,0.5348,-0.712,-3.406,0.2098,6,-2.8028,0.3109,427.4257,417.7549,401.0791
50400076,50403496,MAR05,1,10,0,1,-0.6386,0.3367,-2.1132,-0.7265,6,-0.406,0.117,340.3907,330.2825,309.7637
50400147,50403500,MAR05,0,0,1,1,-0.6386,1.5976,-2.021,-1.6647,5,-0.1139,0.0887,375.0145,355.4558,391.0253
50400072,50403526,MAR05,9,0,2,9,-0.6386,-1.1032,1.22,-1.7317,5,-2.8028,-0.9483,366.5535,365.109,351.1715
50400049,50403593,MAR05,0,0,2,9,-0.6386,-1.1032,-3.8183,-3.9163,1,-0.9099,-0.5864,343.9003,308.2975,326.0046
50400153,50403595,MAR05,1,0,2,1,0.4456,-1.1032,-1.0389,-2.2425,4,-0.3592,0.1362,400.4798,426.4184,440.2684
50400035,50403607,MAR05,1,0,1,9,0.5348,-1.1032,-2.1471,0.2098,6,-1.1905,-2.3763,251.6488,272.8868,249.2005
50400063,50403615,MAR05,1,0,2,9,1.2062,-1.1032,-3.2498,0.4062,7,-0.7098,-1.1368,306.1347,245.4949,347.0725
50400085,50403642,MAR05,1,2,0,9,0.5348,-1.1032,-2.4355,0.4062,7,-1.1447,0.3302,362.1304,346.7343,387.9574
50400003,50403653,MAR05,1,7,0,9,-0.6386,-1.1032,-2.6399,-1.1102,6,-0.5342,0.6106,308.5652,242.4763,331.9357
50400076,50403665,MAR05,1,0,2,9,-0.6386,-1.1032,-2.8982,0.4062,7,-0.0229,-2.3763,351.6155,305.8668,360.1345
50400028,50403680,MAR05,0,0,2,9,-0.6386,-1.1032,-1.6842,-3.3852,2,-0.962,-0.0934,385.0398,363.0491,399.2411
50400003,50403684,MAR05,1,2,1,9,0.5348,-1.1032,-2.1237,-0.259,5,2.021,-2.1696,324.8239,343.085,323.511
50400028,50403697,MAR05,0,8,2,1,0.5348,-1.4373,-1.1369,-1.1632,5,-0.2457,0.5573,333.7483,282.3731,270.2139
50400147,50403700,MAR05,0,0,0,1,-0.6386,0.9607,-2.2683,0.4062,7,-0.5365,0.1362,413.7924,336.9761,407.468
50400153,50403726,MAR05,1,0,0,9,-0.6386,-1.1032,-4.2413,-4.287,1,-0.4045,-0.0585,280.5787,272.3365,320.618
50400085,50403727,MAR05,1,1,3,9,0.9993,-1.1032,-1.2474,0.4062,7,-0.6526,-0.7089,410.6115,370.7517,405.1691
50400153,50403757,MAR05,1,0,3,9,0.4139,-1.1032,-2.6824,0.4062,7,-0.9958,0.0116,321.7179,331.0791,343.1078
50400104,50403758,MAR05,0,0,1,1,-0.6386,-1.9356,-2.4998,0.4062,7,-1.1507,0.0453,414.5828,381.3247,368.7272
50400164,50403759,MAR05,1,0,3,9,-0.6386,-1.1032,-4.505,0.4062,7,-0.4903,-1.1794,326.5599,292.9253,325.8616
50400063,50403771,MAR05,1,7,0,1,0.5348,0.7717,-0.9421,0.4062,7,0.0453,0.1211,357.1123,286.0574,333.2862
50400147,50403774,MAR05,0,0,2,9,-0.6386,-1.1032,0.4921,0.4062,7,-0.1781,-0.3907,473.1146,406.6902,455.7995
50400063,50403785,MAR05,0,2,1,1,-0.6386,-2.1926,-2.3864,-2.4302,3,-0.6635,-0.2483,440.1696,392.8504,445.6802
50400028,50403804,MAR05,0,0,2,9,0.5348,-1.1032,-0.5706,0.4062,7,-1.0088,-0.9928,372.297,355.9171,368.5279
50400035,50403829,MAR05,1,0,1,9,0.5348,-1.1032,-2.1854,-0.0831,6,0.2657,-0.73,349.2912,319.8724,363.2215
50400035,50403837,MAR05,0,0,1,9,0.4437,-1.1032,-3.9832,0.4062,7,-0.9815,-0.1582,412.9057,367.8219,406.0944
50400164,50403853,MAR05,0,0,0,1,-0.6386,0.2021,0.3504,0.4062,7,0.0289,0.6092,323.9307,335.9071,317.2838
50400076,50403869,MAR05,1,3,1,9,1.8348,-1.1032,-3.4519,0.4062,7,0.3623,-0.5624,296.0104,293.8472,318.1579
50400028,50403927,MAR05,0,0,3,9,-0.6386,-1.1032,0.069,-3.9513,1,0.0742,-0.7765,478.9792,462.7901,486.6709
50400104,50403945,MAR05,0,0,1,1,-0.6386,0.2102,-1.8971,0.4062,7,-0.488,0.6093,394.8672,359.0081,361.7106
50400035,50403949,MAR05,0,0,2,9,3.5794,-1.1032,-2.6119,0.4062,7,-2.8028,-2.3763,337.9786,311.1051,349.7394
50400028,50403951,MAR05,0,0,3,9,-0.6386,-1.1032,-1.6654,-2.3016,4,-1.1787,0.0568,463.4847,422.3656,494.4642
50400085,50403953,MAR05,1,5,2,9,-0.6386,-1.1032,-1.6907,0.4062,7,-1.3859,-1.4116,315.6462,278.4782,365.8413
50400072,50403954,MAR05,0,10,2,9,0.5348,-1.1032,-0.5289,0.4062,7,-1.0166,-1.1017,343.4447,323.4536,355.4725
50400153,50403955,MAR05,1,0,2,9,-0.6386,-1.1032,-1.656,0.4062,7,-0.685,-0.2954,311.1656,300.4069,324.7104
50400049,50403959,MAR05,0,4,2,9,-0.6386,-1.1032,-3.9198,0.4062,7,0.2728,0.4688,326.9326,310.8148,316.3128
50400035,50403997,MAR05,1,2,1,9,0.8948,-1.1032,-2.5335,-4.1572,1,2.8889,-2.3763,323.0327,278.2106,308.3721
50400147,50404004,MAR05,0,0,7,9,0.5348,-1.1032,-0.2767,-2.7046,3,-0.3563,-0.2247,396.3557,334.0965,339.8475
50400164,50404025,MAR05,0,0,2,9,-0.6386,-1.1032,-1.3445,0.4062,7,-1.3018,0.8199,422.7242,353.7566,425.6982
50400063,50404049,MAR05,0,0,2,1,1.2062,-0.2278,-3.1572,-3.2834,2,-0.6835,-2.3763,402.8475,352.9977,430.9334
50400063,50404072,MAR05,0,10,1,9,0.181,-0.9992,-0.7544,0.4062,7,0.3623,1.2049,359.4392,304.1772,267.4801
50400153,50404085,MAR05,1,0,4,9,0.5348,-1.1032,-1.6498,0.4062,7,-0.09,-0.7827,349.9492,308.1961,368.5855
50400072,50404088,MAR05,0,0,1,9,-0.6386,-1.1032,-2.0303,0.4062,7,-0.5314,-0.3041,382.5414,382.2682,394.8342
50400164,50404166,MAR05,1,0,3,9,-0.6386,-1.1032,-1.597,0.4062,7,-0.8558,-0.3173,379.7278,335.7952,388.3915
50400076,50404208,MAR05,1,0,0,9,0.5348,-1.1032,-2.542,0.4062,7,-0.9143,-0.5729,325.775,306.9193,336.1449
50400003,50404209,MAR05,1,4,0,9,-0.6386,-1.1032,-2.8873,-0.8411,6,-0.4415,0.3956,324.252,324.7132,350.3158
50400028,50404223,MAR05,0,0,1,9,-0.6386,-1.1032,-2.7665,0.4062,7,-2.8028,1.0289,350.4305,329.9677,341.5069
50400147,50404226,MAR05,0,0,2,1,0.5348,0.2113,-2.7311,0.4062,7,0.9567,-0.2168,290.4347,343.1116,302.0844
50400076,50404232,MAR05,1,0,0,9,0.181,0.6925,-0.1614,0.4062,7,1.276,-0.7967,340.7766,344.5282,323.8196
50400035,50404237,MAR05,9,0,2,1,-0.6386,-1.1032,-0.7095,0.4062,1,-2.8028,-2.3763,328.8022,260.1636,295.4156
50400164,50404242,MAR05,0,0,2,9,0.5348,-1.1032,-0.3174,-5.6242,0,-0.8124,-1.0595,473.3469,411.2649,468.3155
50400063,50404258,MAR05,0,0,0,9,-0.6386,-1.1032,-2.3612,0.4062,7,-0.8732,-0.06,448.9121,393.3741,423.2162
50400035,50404260,MAR05,0,0,2,9,1.8365,-1.1032,-1.0001,0.4062,7,-2.8028,0.6638,416.2553,387.827,404.2741
50400147,50404276,MAR05,0,2,5,1,1.18,2.4678,-2.0337,-0.8411,6,-2.8028,-1.2389,366.901,397.7735,429.3649
50400063,50404281,MAR05,0,0,3,1,0.5348,-1.4724,-0.274,0.4062,7,-1.0359,-0.7576,491.6854,469.4253,464.1735
50400063,50404313,MAR05,0,10,2,1,-0.6386,1.0385,-2.0871,0.4062,7,-0.8321,-0.4094,359.4788,332.6722,349.1083
50400153,50404315,MAR05,1,0,0,9,-0.6386,-1.1032,-2.0188,0.4062,7,-2.8028,0.3109,308.5454,274.3466,305.0232
50400035,50404323,MAR05,1,0,1,9,1.2062,-1.1032,-0.3615,-0.7291,6,-0.5558,-0.4677,339.8431,326.8805,346.5516
50400072,50404330,MAR05,0,0,2,9,-0.6386,-1.1032,-2.0284,0.4062,7,0.1203,0.3357,410.2438,386.6066,419.8826
50400076,50404331,MAR05,1,0,0,9,1.8365,-1.1032,-4.3049,0.4062,7,-0.5198,-0.1162,284.3755,268.3895,324.2631
50400035,50404337,MAR05,1,7,3,9,2.3534,-1.1032,-1.276,0.4062,7,-0.5609,-0.033,323.9562,264.3638,332.1597
50400147,50404338,MAR05,0,0,0,1,1.18,-0.1257,-3.7371,-3.8564,1,-1.9827,-2.3763,341.6057,366.6439,366.7089
50400104,50404343,MAR05,0,0,2,9,-0.6386,-1.1032,-4.0855,0.4062,7,-1.0009,-2.3763,369.9432,335.4926,354.696
50400035,50404364,MAR05,1,0,3,1,1.18,-2.3371,-1.2848,0.4062,7,-0.8541,-0.6976,351.903,373.468,365.4649
50400003,50404373,MAR05,1,4,3,1,1.6441,0.3703,-1.0676,0.4062,7,-2.8028,0.533,371.9851,285.3393,351.6797
50400085,50404393,MAR05,1,0,3,9,-0.6386,-1.1032,-0.0038,0.4062,7,-0.8352,-2.3763,384.4508,347.8091,392.5291
50400147,50404417,MAR05,0,0,2,9,-0.6386,-1.1032,-4.0441,0.4062,7,0.0742,-0.8748,328.4806,375.0774,360.4123
50400153,50404430,MAR05,0,0,2,9,-0.6386,-1.1032,-3.6715,0.4062,7,-1.4061,-2.3763,283.203,219.1269,266.7003
50400028,50404431,MAR05,0,0,2,9,-0.6386,-1.1032,-1.8903,0.4062,7,-0.5267,0.0443,376.1481,350.0108,396.0756
50400028,50404442,MAR05,0,0,2,9,-0.6386,-1.1032,-2.1694,0.4062,7,-1.0032,-1.0223,479.6233,475.8443,483.5237
50400076,50404444,MAR05,1,10,0,9,0.4139,-1.1032,-1.1071,0.4062,7,-1.6558,-0.8525,305.511,269.0932,312.3874
50400147,50404453,MAR05,0,3,4,1,-0.6386,1.3715,-2.6037,0.4062,7,1.0431,1.2667,412.0688,386.7181,446.5422
50400076,50404455,MAR05,1,10,3,9,-0.6386,-1.1032,-1.8243,0.4062,7,-1.0221,-0.7843,359.035,329.3721,336.4858
50400003,50404497,MAR05,0,5,3,9,-0.6386,-1.1032,-3.7228,0.4062,7,-1.0463,-2.3763,321.982,295.7752,358.6384
50400153,50404502,MAR05,1,0,1,9,1.2046,-1.1032,-2.3765,0.4062,7,0.6386,0.0494,324.6248,334.9027,339.3306
50400049,50404575,MAR05,0,0,2,9,1.6186,-1.1032,-1.8574,0.4062,1,-2.8028,-2.3763,315.5683,291.5843,293.3362
50400153,50404579,MAR05,1,1,1,9,1.2062,-1.1032,-2.7262,0.4062,7,-0.8732,-2.3763,274.2654,250.007,300.9699
50400049,50404598,MAR05,1,10,0,1,1.6186,1.0588,-3.1095,-0.7265,6,-0.4167,0.9514,358.2324,305.489,341.5792
50400104,50404599,MAR05,0,0,2,9,0.181,-1.1032,-1.7553,0.4062,7,-1.2639,0.0737,375.4239,367.1914,363.9856
50400049,50404602,MAR05,0,0,2,9,-0.6386,0.6891,-1.6289,-3.2834,2,-0.8042,1.013,256.1514,206.1384,275.5279
50400164,50404610,MAR05,0,0,2,1,0.9993,-2.231,-0.0969,0.4062,7,0.1515,-0.5374,460.6361,397.1788,436.0746
50400049,50404649,MAR05,0,3,2,9,0.5348,-1.1032,-3.4397,0.4062,7,-0.2635,-0.6037,337.1912,287.537,326.337
50400072,50404661,MAR05,0,0,1,9,0.4456,-1.1032,0.0195,0.4062,7,-0.5937,1.4459,356.7067,332.4721,378.9851
50400072,50404702,MAR05,0,0,2,9,-0.6386,-1.1032,-1.5244,0.4062,7,-0.5191,-0.4325,490.7999,467.2441,487.8663
50400164,50404709,MAR05,0,5,1,9,-0.6386,-1.1032,-3.9453,0.4062,7,-0.3479,-0.6899,368.1617,423.1441,384.0598
50400164,50404712,MAR05,0,0,2,9,-0.6386,-1.1032,-3.4869,0.4062,7,0.3623,-0.0715,369.3392,346.5492,393.1625
50400076,50404719,MAR05,1,0,2,9,-0.6386,-1.1032,-5.0436,0.4062,7,-0.6674,-2.3763,306.8243,301.852,344.0476
50400063,50404720,MAR05,1,6,1,9,0.8948,0.9397,-1.2514,-1.6147,5,-0.437,0.0698,296.8921,213.736,319.0084
50400063,50404725,MAR05,0,10,5,9,-0.6386,-1.1032,-3.5235,0.4062,7,0.9702,0.8783,358.8935,364.2625,327.2376
50400085,50404729,MAR05,1,0,0,9,2.3534,-1.1032,-2.2033,-0.7291,6,1.0999,0.1865,341.7991,315.5012,360.6114
50400063,50404737,MAR05,0,0,2,1,-0.6386,1.2165,-2.0931,0.4062,7,0.5359,-2.3763,332.558,281.7284,364.9227
50400063,50404771,MAR05,1,2,0,1,1.8348,0.3631,-1.6266,0.4062,7,-0.4789,0.8509,322.9672,286.7178,263.6163
50400063,50404790,MAR05,1,0,1,9,-0.6386,-1.1032,-3.6655,0.4062,7,-0.8732,-2.3763,323.5016,277.173,345.4061
50400003,50404798,MAR05,1,0,0,9,-0.6386,-1.1032,-2.7084,0.4062,7,-1.6835,-0.8037,328.2139,353.623,361.0369
50400164,50404817,MAR05,0,0,1,9,0.181,-1.1032,-2.5622,0.4062,7,-0.6677,-0.7692,457.3968,455.4743,431.8598
50400028,50404825,MAR05,1,0,0,9,-0.6386,-1.1032,-3.6927,0.4062,7,0.0262,-0.3037,358.1809,383.78,337.9428
50400104,50404832,MAR05,0,0,2,1,-0.6386,0.6259,-1.7613,0.1064,5,-1.1509,-0.7105,416.4596,401.2953,379.8215
50400063,50404846,MAR05,1,0,2,9,-0.6386,-1.1032,-2.2952,-1.0561,6,-0.7137,-0.1724,317.0302,293.4226,312.0502
50400035,50404855,MAR05,1,0,2,9,-0.6386,-1.1032,-2.7681,-1.0561,6,-2.8028,-2.3763,320.0561,253.4684,316.0298
50400035,50404860,MAR05,1,0,1,9,2.6536,-1.1032,-1.4569,0.4062,7,-1.639,-0.7656,334.7774,275.8807,325.7681
50400085,50404873,MAR05,1,0,2,9,-0.6386,-1.1032,-3.0934,0.4062,7,-2.8028,-2.3763,342.1143,306.4142,365.2544
50400104,50404876,MAR05,0,0,0,9,-0.6386,-1.1032,-2.0119,-1.8502,5,-1.5696,-1.7158,401.2937,393.5206,417.4503
50400072,50404904,MAR05,0,0,5,9,-0.6386,-1.1032,0.5935,0.4062,7,-1.4607,-0.397,349.7631,362.7398,372.5127
50400072,50404907,MAR05,0,0,1,9,-0.6386,-1.1032,-0.1322,0.4062,7,0.3623,0.0499,397.0457,386.9731,394.3531
50400072,50404915,MAR05,0,0,3,9,0.5348,-1.1032,-0.5506,0.4062,7,-0.1913,-2.3763,386.4036,382.0252,384.7384
50400085,50404934,MAR05,1,0,2,9,-0.6386,-1.1032,-2.2458,0.4062,7,-1.1683,-2.3763,394.2613,354.5856,383.0838
50400028,50404937,MAR05,0,0,2,9,0.5348,-1.1032,0.7494,0.4062,7,-0.9934,-0.1537,468.3449,463.399,468.3289
50400076,50404972,MAR05,1,0,1,9,0.4139,-1.1032,-2.5235,0.4062,7,-2.8028,-2.3763,317.5038,304.3609,339.2629
50400104,50404974,MAR05,0,0,0,1,-0.6386,1.2953,-0.7998,0.4062,7,0.2119,0.8882,345.2252,358.7208,322.7991
50400076,50404980,MAR05,1,0,0,9,-0.6386,-1.1032,-2.3226,0.4062,7,-1.673,-2.3763,376.8108,340.9241,378.5984
50400003,50404997,MAR05,1,0,3,1,-0.6386,1.3424,-2.7026,-1.3285,5,-0.6879,-1.4116,377.117,298.1408,380.703
50400049,50405000,MAR05,1,2,1,9,1.8348,-0.0021,-2.6086,-1.7598,5,-1.1144,-2.3763,264.3861,285.6593,257.285
50400072,50405003,MAR05,0,9,3,1,1.2062,-2.2619,-1.6969,0.4062,7,-1.1688,0.0613,333.4702,321.9673,304.6942
50400104,50405023,MAR05,0,2,0,9,0.9993,-1.1032,-0.9267,-4.287,1,-2.8028,-2.3763,380.2426,378.9241,356.1852
50400164,50405037,MAR05,0,0,3,1,2.3889,1.1656,-2.3465,-4.287,1,-2.1869,-0.4311,462.5208,504.3703,436.9607
50400147,50405048,MAR05,0,2,2,1,0.5348,1.3996,-2.9305,0.4062,7,-0.4965,-1.7158,358.8258,321.5179,350.9629
50400147,50405089,MAR05,0,0,0,9,0.5348,-1.1032,-1.0256,0.4062,7,-0.1309,0.5521,336.5361,347.1728,371.1305
50400076,50405121,MAR05,1,0,0,9,-0.6386,-1.1032,-0.9251,-1.0561,6,-0.8338,-1.0613,332.7291,299.9021,309.8466
50400049,50405127,MAR05,1,0,5,9,-0.6386,-1.1032,-2.2641,0.4062,7,-2.8028,-2.3763,355.1814,341.5841,340.9427
50400147,50405139,MAR05,0,0,2,9,0.5348,-1.1032,0.0078,0.4062,7,-1.0724,-0.7564,388.7513,385.2615,409.6533
50400028,50405153,MAR05,0,0,0,9,0.5348,-1.1032,-1.092,0.4062,7,0.3623,-0.2239,378.758,376.1055,421.4299
